店铺名称,省份,城市,地区,地址,经度,纬度,所属品类,是否为品牌店,配送,电话,营业时间,近期销量,活动,起送价,配送费,是否为新店,商家评分,总体评分,味道评分,包装评分,配送评分,配送时间,商品评分,服务态度,评价总数,好评数,差评数,有图
老站农家院(三十年老字号店),安徽省,铜陵市,铜官区,安徽省铜陵市是火车站原铁路派出所办公楼,117.817216,30.941482,简餐|川湘菜|,否,蜂鸟专送,13605629242,"[""09:30/13:20"",""16:10/20:40""]",122,"1 ： 满20减3，满30减5，满50减10;2 ： 劲爆一折;3 ： 满20元赠送送擦入户1份;",12,免配送费,否,4.3513513513514,4.3513513513514,3.2162162162162,3.2702702702703,3.4504504504505,35,3.2702702702703,3.2162162162162,121,101,10,12
饿否(中和园店),安徽省,铜陵市,铜官区,铜陵市官塘一路449号,117.825515,30.930898,简餐|地方小吃|,否,蜂鸟专送,13955920273,"[""10:10/22:00""]",66,"1 ： 满20减10，满35减15，满50减20，满80减30;2 ： 新店开业大酬宾;3 ： 新用户下单立减10元;4 ： 特价商品;5 ： 特价商品;6 ： 特价商品;7 ： 炒制便当特价;8 ： 特价商品;9 ： 新店开业大酬宾;10 ： 特价商品;",15,配送费3,否,4.675,4.675,4.125,4.025,3.95,30,4.025,4.125,43,40,3,3
阿亮黄牛骨头汤,安徽省,铜陵市,铜官区,铜陵市铜峰市场11号网点,117.827743,30.939805,米粉面馆|简餐|,否,蜂鸟专送,13856203806,"[""07:00/14:30""]",38,"1 ： 满40减6;2 ： 新用户下单立减10元;",15,配送费4,否,4,4,2.7142857142857,2.7142857142857,3,27,2.7142857142857,2.7142857142857,7,6,1,1
蜜思比萨(铜陵店),安徽省,铜陵市,铜官区,铜陵市开发区嘉华广场外街区一层CY1023号,117.813049,30.935741,西餐|披萨意面|,否,no,15705623213,"[""10:00/22:00""]",98,"1 ： 满10减2;2 ： 满1元赠送送餐入户1份;",35,免配送费,否,4.8157894736842,4.8157894736842,4.2894736842105,4.4561403508772,4.2456140350877,40,4.4561403508772,4.2894736842105,115,111,1,10
上林春面食,安徽省,铜陵市,铜官区,铜官区官塘一路469号,117.825528,30.930827,米粉面馆|地方小吃|,否,蜂鸟专送,15805629196,"[""08:00/21:30""]",,"1 ： 新用户下单立减10元;",10,远距离配送费3,是,0,0,0,0,0,0,0,0,0,0,0,0
美味煲仔饭(幸福村店),安徽省,铜陵市,铜官区,铜官区幸福村网点5号,117.820902,30.934229,盖浇饭|地方小吃|,否,蜂鸟专送,18756257727,"[""10:00/21:00""]",7,"1 ： 新用户下单立减10元;",15,远距离配送费5,否,0,0,0,0,0,30,0,0,0,0,0,0
酸菜鱼米饭,安徽省,铜陵市,铜官区,铜陵市人民三路2号网点,117.812296,30.930619,盖浇饭|简餐|,否,no,13965235926,"[""08:30/20:00""]",58,"1 ： 新用户下单立减10元;",30,配送费2,否,4.037037037037,4.037037037037,1.962962962963,2.0740740740741,1.8518518518519,31,2.0740740740741,1.962962962963,29,21,4,2
阿宝卤菜(花园新村店),安徽省,铜陵市,铜官区,铜陵市花园村70栋10号网点,117.82273,30.946291,鸭脖卤味|地方小吃|,否,蜂鸟专送,13865626377,"[""08:30/19:55""]",16,"1 ： 单品折扣;2 ： 单品折扣;3 ： 新用户下单立减10元;",10,配送费4,否,4.4285714285714,4.4285714285714,4.4285714285714,4.4285714285714,5,26,4.4285714285714,4.4285714285714,12,10,0,0
九记美食便当(官塘店),安徽省,铜陵市,铜官区,铜陵市官塘一路483号,117.825665,30.930989,简餐|盖浇饭|,否,蜂鸟专送,18956219521,"[""10:30/17:00""]",3,"1 ： 满25减2;2 ： 满10元赠送盼盼软饮1份;3 ： 新用户下单立减10元;4 ： 单品折扣;",15,远距离配送费5,否,3,3,4,4,5,0,4,4,1,0,0,1
满口意煲仔饭便当,安徽省,铜陵市,铜官区,铜陵市杨家山路30号,117.813746,30.923856,简餐|煲仔饭|,否,no,15656208800,"[""00:00/01:55"",""09:00/23:55""]",59,"1 ： 折扣;2 ： 折扣;3 ： 新用户下单立减10元;4 ： 折扣;5 ： 折扣;6 ： 折扣;7 ： 折扣;",35,配送费6,否,4.4,4.4,4.1,4.1,3.8,0,4.1,4.1,10,8,1,2
雅味轩家常菜,安徽省,铜陵市,铜官区,安徽省铜陵市花园新村30栋22号网点,117.818771,30.942535,盖浇饭|简餐|,否,蜂鸟专送,13605620555,"[""10:00/21:00""]",4,"1 ： 满20减3;2 ： 新用户下单立减10元;",15,配送费4,否,0,0,0,0,0,0,0,0,0,0,0,0
乐米欧法式西点（明珠大厦店）,安徽省,铜陵市,铜官区,铜官山区明珠大厦一层9号网点,117.812529,30.928546,蛋糕|甜品|,否,蜂鸟专送,13395621911,"[""10:30/21:30""]",436,"1 ： 单品定价;2 ： 单品折扣;3 ： 新用户下单立减10元;4 ： 单品定价;5 ： 单品折扣;6 ： 单品折扣;",20,远距离配送费4,否,4.8625792811839,4.8625792811839,3.9936974789916,4.0378151260504,4.0676532769556,34,4.0378151260504,3.9936974789916,574,562,6,121
友客便利(官塘一路店),安徽省,铜陵市,铜官区,铜陵市官塘路网点24-26号,117.822978,30.933601,休闲零食|便利店|,否,蜂鸟专送,5833236,"[""08:00/04:00""]",122,"1 ： 满100减1;2 ： 新用户下单立减10元;",15,配送费4,否,4.5,4.5,4.0697674418605,4.046511627907,4.4736842105263,27,4.046511627907,4.0697674418605,38,34,4,9
DESENNSEI丁先森(唐人街店),安徽省,铜陵市,铜官区,铜陵市沙河路1226号一层,117.81487,30.92802,奶茶果汁|甜品|,否,蜂鸟专送,15256600708,"[""10:10/20:00""]",265,"1 ： 满20减4，满40减8;2 ： 新用户下单立减10元;",15,远距离配送费6,否,4.878431372549,4.878431372549,3.0656934306569,3.0839416058394,2.7372549019608,30,3.0839416058394,3.0656934306569,261,258,0,17
汪先森甜品工作室,安徽省,铜陵市,铜官区,铜官区瑞龙公馆2栋103号,117.798775,30.920388,甜品|面包|,否,蜂鸟专送,15005623239,"[""09:00/20:00""]",80,"1 ： 满20减2，满40减5;2 ： 新用户下单立减10元;",20,远距离配送费5,否,4.8,4.8,3.1428571428571,3.1714285714286,3.2285714285714,33,3.1714285714286,3.1428571428571,38,38,0,9
柒家甜品（铜冠店）,安徽省,铜陵市,铜官区,安徽省铜陵市北斗星城A2号楼二层07号,117.804673,30.927075,奶茶果汁|甜品|,否,蜂鸟专送,18095626776,"[""10:00/20:00""]",145,"1 ： 满50减1;2 ： 新用户下单立减10元;",10,远距离配送费6,否,4.8055555555556,4.8055555555556,3.75,3.8055555555556,3.7083333333333,36,3.8055555555556,3.75,73,71,0,9
甜橙家水果超市,安徽省,铜陵市,铜官区,铜官区都市嘉园1栋3、4、29、30号网点,117.819231,30.939827,水果|,否,蜂鸟专送,05622885929,"[""07:00/22:00""]",17,"1 ： 满40减6;2 ： 新用户下单立减10元;",15,配送费4,否,5,5,2.5,2.5,2,27,2.5,2.5,4,4,0,0
大董水果店,安徽省,铜陵市,铜官区,安微省铜陵市幸福村水果排5号,117.821521,30.933753,水果|,否,蜂鸟专送,17756201713,"[""07:30/22:00""]",85,"1 ： 满29减5，满46减9;2 ： 新用户下单立减10元;",10,远距离配送费3,否,4.5945945945946,4.5945945945946,3.972972972973,4.1891891891892,4.2162162162162,30,4.1891891891892,3.972972972973,37,33,2,3
串串香烧烤,安徽省,铜陵市,铜官区,铜陵市幸福村商业网点6号,117.820693,30.934938,烧烤|简餐|,否,蜂鸟专送,13956257590,"[""16:30/02:00""]",26,no,15,远距离配送费5,否,5,5,1.25,1.25,0.5,29,1.25,1.25,4,4,0,0
飞哥烧烤（官塘路店）,安徽省,铜陵市,铜官区,铜官区官塘一路61号,117.825476,30.930561,烧烤|,否,蜂鸟专送,18555226015,"[""17:00/02:00""]",27,"1 ： 新用户下单立减10元;",15,远距离配送费5,否,4.5,4.5,4.75,5,4.5,30,5,4.75,4,3,0,0
陈师傅烧烤,安徽省,铜陵市,铜官区,铜陵市幸福村网点25号C座网点,117.820696,30.934646,烧烤|,否,蜂鸟专送,13956247276,"[""17:05/02:30""]",35,"1 ： 满100减1;2 ： 新用户下单立减10元;",15,远距离配送费5,否,4.5,4.5,1,0.875,0.25,35,0.875,1,8,6,0,0
阿四烧烤鱼,安徽省,铜陵市,铜官区,铜陵市北京路大转盘旁强生大楼一楼,117.823239,30.936267,烧烤|,否,蜂鸟专送,15215623315,"[""00:00/02:00"",""17:00/23:55""]",84,"1 ： 新用户下单立减10元;",15,远距离配送费5,否,4.6829268292683,4.6829268292683,3.5609756097561,3.5121951219512,3.390243902439,33,3.5121951219512,3.5609756097561,42,38,1,2
陈李记老面馆(幸福村店),安徽省,铜陵市,铜官区,铜陵市石城大道南段321号,117.821293,30.933326,米粉面馆|简餐|,否,蜂鸟专送,17398310275,"[""07:00/20:00""]",140,"1 ： 满40减6;2 ： 满15元赠送送餐入户1份;3 ： 新用户下单立减10元;",10,远距离配送费3,否,4.6826923076923,4.6826923076923,3.9903846153846,4.0961538461538,3.9807692307692,30,4.0961538461538,3.9903846153846,108,99,3,5
大头生煎,安徽省,铜陵市,铜官区,铜陵市官塘路239号,117.824911,30.929671,包子粥店|生煎锅贴|,否,蜂鸟专送,13965223873,"[""07:00/11:00""]",197,"1 ： 新用户下单立减10元;",10,远距离配送费5,否,4.8433734939759,4.8433734939759,4.2391304347826,4.2826086956522,4.3132530120482,31,4.2826086956522,4.2391304347826,89,86,0,5
北京聚福果木烤鸭(幸福村店),安徽省,铜陵市,铜官区,铜陵市幸福村商业网点25号,117.820762,30.934728,鸭脖卤味|,否,蜂鸟专送,15756004455,"[""09:30/12:30"",""16:00/19:30""]",46,"1 ： 满50减1;2 ： 新用户下单立减10元;",15,远距离配送费5,否,4.6875,4.6875,3.5625,3.5625,3.5,27,3.5625,3.5625,16,14,0,1
正宗兰州拉面(铜峰店),安徽省,铜陵市,铜官区,铜陵市铜峰菜市场,117.829218,30.938953,米粉面馆|盖浇饭|,否,蜂鸟专送,18872859602,"[""07:10/20:10""]",28,"1 ： 新用户下单立减10元;",15,远距离配送费5,否,4.5,4.5,4.5,4.5,4.5,31,4.5,4.5,4,3,0,0
川福夫妻肺片(幸福村店),安徽省,铜陵市,铜官区,安徽省铜陵市幸福村菜市场旁网点15号,117.821468,30.933582,鸭脖卤味|地方小吃|,否,蜂鸟专送,13865629936,"[""07:30/12:15"",""15:30/19:00""]",19,"1 ： 新用户下单立减10元;",15,远距离配送费5,是,4.2,4.2,4,3.6,3.8,26,3.6,4,5,4,1,0
川味轩麻辣香锅(官塘店),安徽省,铜陵市,铜官区,铜官区官塘一路（126）-1号网点,117.823156,30.933598,香锅砂锅|地方小吃|,否,蜂鸟专送,13775151391,"[""09:00/21:00""]",,"1 ： 满40减6;2 ： 新用户下单立减10元;",15,远距离配送费1,否,0,0,0,0,0,0,0,0,0,0,0,0
川福夫妻肺片(铜峰店),安徽省,铜陵市,铜官区,铜陵市铜官山区龙潭新村36栋1号,117.828593,30.939158,鸭脖卤味|地方小吃|,否,蜂鸟专送,13856251942,"[""07:30/12:00"",""15:30/18:45""]",10,"1 ： 新用户下单立减10元;",15,配送费4,否,4.3333333333333,4.3333333333333,4.3333333333333,3.6666666666667,5,27,3.6666666666667,4.3333333333333,3,3,0,0
金海岸海鲜店,安徽省,铜陵市,铜官区,铜官区北京路大转盘899号,117.823902,30.935625,烧烤|海鲜|,否,蜂鸟专送,13856212180,"[""11:00/01:00""]",16,"1 ： 满20减3，满40减6;2 ： 新用户下单立减10元;",15,远距离配送费5,否,3.6666666666667,3.6666666666667,3.6666666666667,4.3333333333333,5,36,4.3333333333333,3.6666666666667,3,2,1,0
幸福煎饺,安徽省,铜陵市,铜官区,铜陵市幸福村7号网点,117.821008,30.93485,饺子馄饨|简餐|,否,蜂鸟专送,13856209689,"[""16:30/02:00""]",92,"1 ： 满100减1;2 ： 新用户下单立减10元;",15,远距离配送费5,否,4.7307692307692,4.7307692307692,3.6153846153846,3.5384615384615,3.5769230769231,30,3.5384615384615,3.6153846153846,26,25,0,3
赵师傅烧烤龙虾,安徽省,铜陵市,铜官区,铜陵市天桥北路89栋1、2号网点,117.811552,30.938168,烧烤|小龙虾|,否,蜂鸟专送,18225628691,"[""16:00/04:00""]",49,"1 ： 满50减1;2 ： 新用户下单立减10元;",15,配送费4,否,4.5833333333333,4.5833333333333,3.625,3.9166666666667,4.0416666666667,36,3.9166666666667,3.625,24,22,1,3
老北京炸酱面,安徽省,铜陵市,铜官区,铜官区富丽花园1号楼5号网点2号门面房,117.828395,30.938829,米粉面馆|简餐|,否,蜂鸟专送,18156200909,"[""10:00/14:00"",""16:30/21:00""]",,"1 ： 满20减2，满30减3;2 ： 新用户下单立减10元;",15,配送费4,否,0,0,0,0,0,0,0,0,0,0,0,0
哒可家手工烘焙(汇金店),安徽省,铜陵市,铜官区,铜官区汇金大厦K13#,117.81120988838,30.92962553478,甜品|蛋糕|,否,蜂鸟专送,18905626581,"[""10:30/19:00""]",20,"1 ： 满40减6;2 ： 新用户下单立减10元;",10,远距离配送费5,否,5,5,3.3333333333333,3.3333333333333,3,0,3.3333333333333,3.3333333333333,3,3,0,0
杨子川味龙虾(中和园店),安徽省,铜陵市,铜官区,安徽省铜陵市中和园网点59号,117.822641,30.926366,小龙虾|川湘菜|,否,蜂鸟专送,13033158659,"[""16:30/01:00""]",85,"1 ： 新用户下单立减10元;",20,远距离配送费5,否,4.7887323943662,4.7887323943662,4.0422535211268,4.0704225352113,4.1267605633803,30,4.0704225352113,4.0422535211268,78,75,1,9
舟山特色海鲜(官塘路店),安徽省,铜陵市,铜官区,铜陵市官塘路网点24、26号,117.823043,30.933429,海鲜|简餐|,否,蜂鸟专送,18805620877,"[""16:30/02:00""]",57,"1 ： 满100减5，满200减10;2 ： 新用户下单立减10元;",40,配送费4,否,4.4545454545455,4.4545454545455,3.9090909090909,4.0909090909091,4.9090909090909,33,4.0909090909091,3.9090909090909,11,10,1,1
哈嗲汉堡（安徽铜陵店）,安徽省,铜陵市,铜官区,铜官区义安大道北段657号,117.81643,30.933869,汉堡|炸鸡炸串|,是,蜂鸟专送,13524151008,"[""09:30/02:00""]",167,"1 ： 满30减11，满50减16，满100减25;2 ： 单品定价;3 ： 单品定价;4 ： 单品定价;5 ： 单品定价;6 ： 单品定价;7 ： 单品定价;8 ： 单品定价;9 ： 单品定价;10 ： 单品定价;11 ： 单品定价;",15,远距离配送费2.28,否,4.5348837209302,4.5348837209302,4.3488372093023,4.4651162790698,4.4418604651163,31,4.4651162790698,4.3488372093023,44,37,4,4
海鲜炒饭(天天花甲店),安徽省,铜陵市,铜官区,铜官区龙潭新村39栋7号,117.827998,30.939781,简餐|地方小吃|,否,蜂鸟专送,15256611721,"[""09:00/23:40""]",455,"1 ： 满20减12;2 ： 单品折扣;3 ： 新用户下单立减10元;4 ： 单品折扣;5 ： 单品定价;6 ： 单品定价;7 ： 单品定价;8 ： 单品定价;9 ： 单品折扣;10 ： 单品折扣;11 ： 单品定价;12 ： 单品定价;13 ： 单品定价;14 ： 单品定价;15 ： 单品折扣;16 ： 单品折扣;17 ： 单品定价;",12,配送费3,否,4.6828358208955,4.6828358208955,4.0746268656716,4.0858208955224,4.0858208955224,33,4.0858208955224,4.0746268656716,288,269,7,10
辣小福,安徽省,铜陵市,铜官区,铜官区长江路沙河大院28栋旁,117.811829,30.928177,鸭脖卤味|地方小吃|,否,蜂鸟专送,18605624020,"[""10:00/19:50""]",948,"1 ： 满30减1;2 ： 单品折扣;3 ： 新用户下单立减10元;4 ： 单品折扣;",15,远距离配送费4,否,4.7076411960133,4.7076411960133,3.8986710963455,3.9352159468439,3.9867109634551,32,3.9352159468439,3.8986710963455,643,604,14,129
吉祥三煲,安徽省,铜陵市,铜官区,铜陵市杨家山路30号,117.814581,30.924107,盖浇饭|简餐|,否,no,15656208800,"[""09:00/02:00""]",76,"1 ： 满20元赠送烤肠1份;2 ： 新用户下单立减10元;",35,配送费4,否,4.25,4.25,2.5,2.4285714285714,3.6428571428571,25,2.4285714285714,2.5,28,23,3,2
老乡鸡（铜陵天润嘉园店）,安徽省,铜陵市,铜官区,铜陵市义安区五松镇天润嘉园15栋门面房一楼商铺,117.805507,30.95565,包子粥店|简餐|,是,no,0562-8871117,"[""06:30/22:00""]",336,"1 ： 新用户下单立减25元;",,配送费5,否,4.7747747747748,4.7747747747748,4.5135135135135,4.4234234234234,4.2072072072072,37,4.4234234234234,4.5135135135135,128,123,2,12
陈鲜生de饭,安徽省,铜陵市,铜官区,铜陵市义安区五松镇人民北路住宅营业楼,117.792831,30.955841,盖浇饭|简餐|,否,蜂鸟专送,13053257771,"[""10:00/14:30"",""16:00/19:30""]",489,"1 ： 单品折扣;2 ： 新用户下单立减10元;",10,配送费2,否,4.6090909090909,4.6090909090909,4.1909090909091,4.25,4.4090909090909,32,4.25,4.1909090909091,237,218,6,22
任师傅烤肉饭(铜陵县店),安徽省,铜陵市,铜官区,义安区五松镇公安街商业网点4号,117.790595,30.952515,简餐|盖浇饭|,否,蜂鸟专送,18056208006,"[""10:00/21:30""]",105,"1 ： 满25减14，满45减20，满65减26;2 ： 新用户下单立减10元;",10,远距离配送费3,否,4.4631578947368,4.4631578947368,4.4105263157895,4.5157894736842,4.7368421052632,27,4.5157894736842,4.4105263157895,100,85,5,6
华兴菜馆(山水人家店),安徽省,铜陵市,铜官区,义安区五松镇山水人家笠帽山东路106号网点,117.80487,30.957495,盖浇饭|简餐|,否,蜂鸟专送,18956228208,"[""10:00/14:00"",""16:00/23:00""]",273,"1 ： 满20减3，满30减5;2 ： 单品折扣;3 ： 新用户下单立减10元;4 ： 单品折扣;5 ： 单品折扣;",15,免配送费,否,4.3684210526316,4.3684210526316,4.3508771929825,4.3859649122807,4.719298245614,33,4.3859649122807,4.3508771929825,60,51,6,3
华莱士（铜陵县店）,安徽省,铜陵市,铜官区,义安区五松镇观湖东苑二期15-33号网点31号网点,117.794731,30.955038,汉堡|炸鸡炸串|,否,蜂鸟专送,18105625687,"[""08:00/01:00""]",532,"1 ： 满20减18;2 ： 新用户下单立减10元;",10,配送费4,否,4.64,4.64,3.285,3.285,3.23,26,3.285,3.285,235,217,10,4
麻香汇麻辣香锅,安徽省,铜陵市,铜官区,义安区五松镇建陵小区综合楼10号网点,117.794236,30.957554,香锅砂锅|麻辣烫|,否,no,18356276111,"[""09:00/23:30""]",206,"1 ： 满25减2，满35减3，满45减5;2 ： 新用户下单立减10元;",20,免配送费,否,3.9846153846154,3.9846153846154,3.3384615384615,3.4307692307692,3.7538461538462,32,3.4307692307692,3.3384615384615,65,46,11,25
金点子快餐（炒饭炒面）,安徽省,铜陵市,铜官区,义安区五松镇公安街商业网点14号网点,117.790603,30.952606,米粉面馆|简餐|,否,蜂鸟专送,13866515859,"[""00:00/01:55"",""09:00/23:55""]",235,"1 ： 满50减1;2 ： 单品定价;3 ： 新用户下单立减10元;4 ： 单品定价;5 ： 单品定价;6 ： 单品定价;7 ： 单品定价;8 ： 单品定价;9 ： 单品定价;10 ： 单品定价;11 ： 单品定价;12 ： 单品定价;13 ： 单品定价;14 ： 单品定价;15 ： 单品定价;16 ： 单品定价;17 ： 单品定价;18 ： 单品定价;19 ： 单品定价;20 ： 单品定价;21 ： 单品定价;22 ： 单品定价;23 ： 单品定价;24 ： 单品定价;25 ： 单品定价;26 ： 单品定价;27 ： 单品定价;28 ： 单品定价;29 ： 单品定价;30 ： 单品定价;31 ： 单品定价;32 ： 单品定价;33 ： 单品定价;34 ： 单品定价;35 ： 单品定价;36 ： 单品定价;37 ： 单品定价;38 ： 单品定价;39 ： 单品定价;40 ： 单品定价;41 ： 单品定价;42 ： 单品定价;",15,远距离配送费1,否,4.3090909090909,4.3090909090909,3.3090909090909,3.4363636363636,3.2545454545455,29,3.4363636363636,3.3090909090909,55,46,4,0
农家小菜园,安徽省,铜陵市,铜官区,铜陵县五松镇观湖东苑13栋8号,117.795619,30.954602,地方小吃|,否,蜂鸟专送,15256616597,"[""10:00/22:00""]",68,"1 ： 满68减2，满88减4;2 ： 新用户下单立减10元;",10,配送费4,否,4,4,4.1428571428571,4.3333333333333,4.4761904761905,31,4.3333333333333,4.1428571428571,29,24,4,2
粥庄(铜陵县店),安徽省,铜陵市,铜官区,义安区五松镇荷花塘小区18栋20号,117.789798,30.952961,包子粥店|地方小吃|,否,蜂鸟专送,18225856893,"[""07:00/22:00""]",710,"1 ： 满20减10;2 ： 单品折扣;3 ： 新用户下单立减10元;4 ： 单品折扣;",15,远距离配送费1,否,4.875,4.875,4.1458333333333,4.2569444444444,4.2708333333333,26,4.2569444444444,4.1458333333333,162,160,2,18
杨铭宇黄焖鸡米饭(铜陵县店),安徽省,铜陵市,铜官区,义安区五松镇齐仙西区建设路47号网点,117.789693,30.951681,黄焖鸡米饭|简餐|,否,no,13955949950,"[""09:30/21:00""]",235,"1 ： 满25减2，满45减3;2 ： 新用户下单立减10元;",15,免配送费,否,4.6851851851852,4.6851851851852,3.9259259259259,3.9259259259259,3.7777777777778,37,3.9259259259259,3.9259259259259,109,98,1,5
公安路过桥米线,安徽省,铜陵市,铜官区,铜陵县五松镇公安路,117.7914,30.952459,米粉面馆|地方小吃|,否,蜂鸟专送,13856204082,"[""07:00/19:40""]",391,"1 ： 满100减1;2 ： 新用户下单立减10元;",15,配送费1,否,4.7358490566038,4.7358490566038,3.5786163522013,3.5974842767296,3.622641509434,25,3.5974842767296,3.5786163522013,174,163,2,21
一锅香煲仔饭,安徽省,铜陵市,铜官区,义安区五松镇公安街商业网点7号,117.790687,30.9522,简餐|地方小吃|,否,蜂鸟专送,15256623592,"[""09:30/21:30""]",158,"1 ： 满20减3;2 ： 新用户下单立减10元;",15,远距离配送费5,否,4.7037037037037,4.7037037037037,3.8703703703704,3.9814814814815,3.9814814814815,33,3.9814814814815,3.8703703703704,124,114,2,2
黄焖鸡米饭过桥米线（铜陵县店）,安徽省,铜陵市,铜官区,铜陵县五松镇景湖湾26栋网点10网点,117.793292,30.951433,米粉面馆|黄焖鸡米饭|,否,蜂鸟专送,15921142821,"[""09:00/21:30""]",125,"1 ： 满30元赠送果汁1份;2 ： 新用户下单立减10元;",10,配送费4,否,4.75,4.75,3.9772727272727,3.9090909090909,4.0909090909091,29,3.9090909090909,3.9772727272727,62,60,2,2
冰火房麻辣烫（铜陵县店）,安徽省,铜陵市,铜官区,义安区五松镇公安路,117.7904854,30.95266878,麻辣烫|,否,蜂鸟专送,13856267209,"[""09:00/01:00""]",538,"1 ： 满25减2，满35减3;2 ： 单品定价;3 ： 新用户下单立减10元;4 ： 单品定价;",15,远距离配送费5,否,4.5580357142857,4.5580357142857,3.8169642857143,3.8392857142857,3.9285714285714,31,3.8392857142857,3.8169642857143,225,203,13,51
豆浆大王,安徽省,铜陵市,铜官区,铜陵县五松镇观湖大厦网点,117.794719,30.951858,米粉面馆|盖浇饭|,否,蜂鸟专送,05625887878,"[""07:00/02:00""]",239,"1 ： 满100减1;2 ： 新用户下单立减10元;",10,配送费4,否,4.65,4.65,4.025,4.0875,4.2875,26,4.0875,4.025,95,89,1,2
老黄牛骨面干拌面米线(铜陵县店),安徽省,铜陵市,铜官区,义安区五松镇建设西路,117.790424,30.951679,米粉面馆|地方小吃|,否,蜂鸟专送,17705621322,"[""07:00/19:30""]",68,"1 ： 满100减1;2 ： 新用户下单立减10元;",10,远距离配送费5,否,4.7272727272727,4.7272727272727,4.4545454545455,4.4545454545455,4.5454545454545,26,4.4545454545455,4.4545454545455,22,21,1,2
海鲜馄饨（铜陵县店）,安徽省,铜陵市,铜官区,铜陵县五松镇公安路,117.790415,30.952504,饺子馄饨|米粉面馆|,否,蜂鸟专送,17356215168,"[""07:00/19:00""]",114,"1 ： 满20减3，满30减4，满36减5;2 ： 新用户下单立减10元;",10,远距离配送费5,否,4.8,4.8,2.7692307692308,2.7692307692308,2.4615384615385,27,2.7692307692308,2.7692307692308,65,62,1,3
回味麻辣烫,安徽省,铜陵市,铜官区,铜陵县五松镇建陵小区旁门面房,117.792495,30.958005,麻辣烫|地方小吃|,否,no,15105625868,"[""08:05/22:00""]",87,"1 ： 满20减1;2 ： 新用户下单立减10元;",25,免配送费,否,4.2962962962963,4.2962962962963,4.0740740740741,3.962962962963,4.2407407407407,37,3.962962962963,4.0740740740741,55,48,4,15
三鲜炸酱面馆(公安路店),安徽省,铜陵市,铜官区,铜陵县五松镇公安街商业网点5号,117.790687,30.9522,米粉面馆|简餐|,否,蜂鸟专送,13955916761,"[""10:50/02:00""]",113,"1 ： 满18减1，满28减2，满48减3;2 ： 新用户下单立减10元;",10,远距离配送费5,否,4.4634146341463,4.4634146341463,3.4878048780488,3.6341463414634,3.4878048780488,26,3.6341463414634,3.4878048780488,44,40,2,2
非主流炸串,安徽省,铜陵市,铜官区,铜陵市开发区嘉华广场南区F213,117.799631,30.958523,麻辣烫|炸鸡炸串|,否,蜂鸟专送,18656217738,"[""09:30/23:55""]",53,"1 ： 满100减1;",10,配送费4,否,4.125,4.125,3.3125,3.4375,3.8125,28,3.4375,3.3125,16,14,2,1
陈厨老家菜馆(建设中路店),安徽省,铜陵市,铜官区,铜陵县五松镇景湖湾26栋网点6-8号（二层）、7号网点,117.79293,30.950548,其他菜系|简餐|,否,蜂鸟专送,8827799,"[""10:30/13:30"",""16:05/20:10""]",80,"1 ： 满50减1;2 ： 新用户下单立减10元;",15,免配送费,否,4.84,4.84,4.66,4.72,4.66,32,4.72,4.66,51,50,0,4
千味客,安徽省,铜陵市,铜官区,铜陵县五松镇玉带新苑1栋10号网点,117.800047,30.958253,米粉面馆|简餐|,否,蜂鸟专送,13856256557,"[""07:00/21:30""]",61,"1 ： 满20减3，满35减4;2 ： 新用户下单立减10元;",10,配送费4,否,4.2631578947368,4.2631578947368,4.2105263157895,4.1578947368421,4.5789473684211,20,4.1578947368421,4.2105263157895,20,18,1,0
紫燕百味鸡(城北店),安徽省,铜陵市,铜官区,义安区五松镇人民大道235号,117.79382,30.9569,地方小吃|鸭脖卤味|,是,蜂鸟专送,13856257168,"[""07:30/19:30""]",55,no,10,配送费4,否,4.76,4.76,3.44,3.44,3.52,26,3.44,3.44,25,23,0,2
川味麻辣烫(五松镇店),安徽省,铜陵市,铜官区,义安区五松镇公安街商业网点3号,117.790662,30.952518,麻辣烫|,否,蜂鸟专送,18956219879,"[""10:30/22:00""]",51,"1 ： 满100减1;2 ： 新用户下单立减10元;",10,远距离配送费5,否,5,5,4.1666666666667,4.1666666666667,4,30,4.1666666666667,4.1666666666667,13,13,0,0
一佰碗牛骨面,安徽省,铜陵市,铜官区,义安区五松镇公安街商业网点2号,117.79049491815,30.952444594475,米粉面馆|,否,蜂鸟专送,13856216145,"[""07:00/20:50""]",56,"1 ： 满100减1;",10,远距离配送费5,否,4.7777777777778,4.7777777777778,3.5555555555556,3.3888888888889,3.3333333333333,25,3.3888888888889,3.5555555555556,23,22,1,1
燕平东北水饺(铜陵县店),安徽省,铜陵市,铜官区,义安区五松镇建设东路景湖湾24栋1号网点,117.792694,30.950527,饺子馄饨|简餐|,否,蜂鸟专送,15056219123,"[""07:00/22:30""]",39,"1 ： 满100减1;2 ： 新用户下单立减10元;",10,配送费4,否,4.25,4.25,1.6875,1.9375,1.9375,26,1.9375,1.6875,16,13,1,0
西檬手工披萨,安徽省,铜陵市,铜官区,铜陵市托莱多合家福购物广场一楼五号,117.795814,30.938112,披萨意面|,否,no,13866506650,"[""10:00/20:30""]",119,"1 ： 满100减1;2 ： 新用户下单立减10元;",39,配送费3,否,4.9545454545455,4.9545454545455,4.1060606060606,4.0909090909091,3.8787878787879,41,4.0909090909091,4.1060606060606,78,78,0,3
